# Energy	Energy^2	Magnetic	Magnet^2	Cycles
-0.748890	0.560836	0.009766	0.000095	58
-0.746597	0.557407	0.011719	0.000137	48
-0.744648	0.554500	0.033203	0.001102	33
-0.749325	0.561488	0.035156	0.001236	44
-0.750430	0.563145	0.023438	0.000549	42
-0.746491	0.557249	0.018555	0.000344	33
-0.743248	0.552418	0.020508	0.000421	47
-0.745891	0.556354	0.023438	0.000549	43
-0.750633	0.563451	0.007812	0.000061	54
-0.749195	0.561293	0.020508	0.000421	37
-0.743904	0.553393	0.010742	0.000115	57
-0.744798	0.554724	0.007812	0.000061	65
-0.745702	0.556071	0.021484	0.000462	53
-0.749862	0.562293	0.026367	0.000695	38
-0.749669	0.562004	0.020508	0.000421	42
-0.751440	0.564662	0.000977	0.000001	49
-0.742459	0.551245	0.016602	0.000276	71
-0.748111	0.559670	0.014648	0.000215	38
-0.742110	0.550728	0.063477	0.004029	50
-0.746775	0.557673	0.024414	0.000596	58
-0.743887	0.553368	0.016602	0.000276	44
-0.750193	0.562789	0.032227	0.001039	48
-0.756442	0.572204	0.014648	0.000215	41
-0.749703	0.562055	0.011719	0.000137	49
-0.751771	0.565159	0.000977	0.000001	68
-0.739400	0.546713	0.010742	0.000115	46
-0.744897	0.554871	0.007812	0.000061	63
-0.744803	0.554731	0.016602	0.000276	49
-0.745164	0.555270	0.008789	0.000077	43
-0.747718	0.559083	0.000977	0.000001	42
-0.743290	0.552481	0.026367	0.000695	47
-0.742965	0.551996	0.015625	0.000244	37
-0.752314	0.565976	0.023438	0.000549	43
-0.747466	0.558705	0.033203	0.001102	61
-0.744554	0.554361	0.010742	0.000115	43
-0.752321	0.565987	0.004883	0.000024	39
-0.756316	0.572014	0.001953	0.000004	46
-0.750076	0.562614	0.001953	0.000004	68
-0.745539	0.555829	0.029297	0.000858	43
-0.746947	0.557929	0.005859	0.000034	48
-0.757035	0.573102	0.010742	0.000115	36
-0.742698	0.551601	0.009766	0.000095	36
-0.741647	0.550040	0.014648	0.000215	47
-0.751605	0.564910	0.002930	0.000009	37
-0.745981	0.556488	0.004883	0.000024	36
-0.746670	0.557517	0.019531	0.000381	48
-0.745684	0.556045	0.025391	0.000645	45
-0.747170	0.558262	0.061523	0.003785	35
-0.747226	0.558346	0.025391	0.000645	32
-0.742483	0.551282	0.015625	0.000244	48
-0.745929	0.556410	0.024414	0.000596	65
-0.741447	0.549743	0.004883	0.000024	38
-0.749840	0.562260	0.006836	0.000047	50
-0.740410	0.548207	0.030273	0.000916	47
-0.750455	0.563183	0.026367	0.000695	72
-0.750490	0.563235	0.003906	0.000015	54
-0.740813	0.548803	0.048828	0.002384	38
-0.749528	0.561793	0.018555	0.000344	40
-0.752529	0.566300	0.012695	0.000161	41
-0.753648	0.567985	0.001953	0.000004	35
-0.744504	0.554285	0.014648	0.000215	40
-0.743808	0.553251	0.012695	0.000161	50
-0.750991	0.563987	0.022461	0.000504	46
-0.747375	0.558569	0.018555	0.000344	46
-0.744306	0.553991	0.043945	0.001931	47
-0.752033	0.565554	0.010742	0.000115	52
-0.746067	0.556616	0.012695	0.000161	49
-0.742654	0.551535	0.023438	0.000549	42
-0.747851	0.559282	0.014648	0.000215	48
-0.748180	0.559773	0.010742	0.000115	44
-0.750868	0.563803	0.012695	0.000161	69
-0.748723	0.560586	0.017578	0.000309	48
-0.748359	0.560042	0.011719	0.000137	42
-0.740878	0.548900	0.048828	0.002384	31
-0.743567	0.552893	0.010742	0.000115	28
-0.745242	0.555386	0.029297	0.000858	70
-0.752525	0.566295	0.001953	0.000004	51
-0.743055	0.552131	0.014648	0.000215	36
-0.747372	0.558564	0.028320	0.000802	41
-0.744246	0.553902	0.035156	0.001236	44
-0.747846	0.559274	0.022461	0.000504	40
-0.748074	0.559614	0.030273	0.000916	43
-0.746155	0.556747	0.004883	0.000024	64
-0.736899	0.543020	0.025391	0.000645	44
-0.739402	0.546715	0.000977	0.000001	46
-0.748161	0.559745	0.032227	0.001039	43
-0.746052	0.556593	0.001953	0.000004	42
-0.747764	0.559151	0.059570	0.003549	37
-0.751422	0.564636	0.013672	0.000187	47
-0.746504	0.557268	0.050781	0.002579	49
-0.751797	0.565199	0.018555	0.000344	44
-0.747458	0.558693	0.032227	0.001039	42
-0.747221	0.558339	0.008789	0.000077	34
-0.744201	0.553835	0.023438	0.000549	45
-0.744240	0.553893	0.012695	0.000161	33
-0.748452	0.560181	0.006836	0.000047	42
-0.753776	0.568178	0.029297	0.000858	43
-0.744175	0.553796	0.001953	0.000004	52
-0.750077	0.562615	0.038086	0.001451	46
-0.743551	0.552869	0.011719	0.000137	61
-0.755777	0.571199	0.006836	0.000047	38
-0.748504	0.560258	0.022461	0.000504	51
-0.749823	0.562235	0.022461	0.000504	37
-0.745182	0.555296	0.045898	0.002107	47
-0.750124	0.562686	0.000977	0.000001	49
-0.743997	0.553532	0.022461	0.000504	40
-0.757088	0.573182	0.025391	0.000645	47
-0.757726	0.574148	0.004883	0.000024	78
-0.738633	0.545579	0.020508	0.000421	47
-0.745979	0.556485	0.020508	0.000421	39
-0.748404	0.560109	0.016602	0.000276	48
-0.745168	0.555275	0.014648	0.000215	36
-0.748393	0.560092	0.021484	0.000462	63
-0.747976	0.559469	0.013672	0.000187	49
-0.751187	0.564282	0.059570	0.003549	57
-0.741096	0.549223	0.022461	0.000504	48
