# Energy	Energy^2	Magnetic	Magnet^2
-0.711870	0.506758	0.046875	0.002197
-0.730663	0.533868	0.078125	0.006104
-0.733773	0.538423	0.031250	0.000977
-0.744818	0.554753	0.015625	0.000244
-0.718607	0.516397	0.078125	0.006104
-0.746283	0.556939	0.109375	0.011963
-0.763257	0.582561	0.046875	0.002197
-0.744279	0.553952	0.125000	0.015625
-0.725597	0.526491	0.109375	0.011963
-0.729462	0.532115	0.093750	0.008789
-0.751657	0.564988	0.046875	0.002197
-0.740957	0.549017	0.046875	0.002197
-0.713234	0.508703	0.015625	0.000244
-0.748569	0.560356	0.140625	0.019775
-0.712498	0.507653	0.109375	0.011963
-0.704845	0.496807	0.046875	0.002197
-0.718456	0.516179	0.046875	0.002197
-0.739421	0.546743	0.015625	0.000244
-0.743390	0.552628	0.125000	0.015625
-0.741843	0.550331	0.031250	0.000977
-0.710637	0.505005	0.046875	0.002197
-0.724888	0.525463	0.140625	0.019775
-0.711978	0.506913	0.078125	0.006104
-0.722407	0.521872	0.078125	0.006104
-0.753189	0.567293	0.046875	0.002197
-0.700085	0.490120	0.046875	0.002197
-0.749765	0.562148	0.093750	0.008789
-0.711353	0.506023	0.125000	0.015625
-0.757274	0.573464	0.000000	0.000000
-0.726235	0.527417	0.078125	0.006104
-0.698591	0.488029	0.093750	0.008789
-0.729671	0.532420	0.093750	0.008789
-0.717710	0.515108	0.203125	0.041260
-0.721604	0.520712	0.093750	0.008789
-0.738871	0.545930	0.046875	0.002197
-0.725241	0.525974	0.015625	0.000244
-0.705434	0.497637	0.046875	0.002197
-0.732486	0.536536	0.046875	0.002197
-0.722047	0.521351	0.125000	0.015625
-0.729940	0.532812	0.062500	0.003906
-0.749686	0.562030	0.062500	0.003906
-0.710912	0.505396	0.109375	0.011963
-0.716864	0.513894	0.078125	0.006104
-0.736772	0.542833	0.062500	0.003906
-0.743541	0.552853	0.031250	0.000977
-0.757241	0.573414	0.000000	0.000000
-0.755284	0.570454	0.046875	0.002197
-0.715132	0.511413	0.078125	0.006104
-0.729991	0.532887	0.000000	0.000000
-0.736577	0.542546	0.171875	0.029541
-0.743116	0.552221	0.015625	0.000244
-0.756179	0.571806	0.062500	0.003906
-0.723834	0.523935	0.125000	0.015625
-0.731731	0.535430	0.046875	0.002197
-0.733973	0.538716	0.000000	0.000000
-0.744454	0.554211	0.031250	0.000977
-0.718514	0.516262	0.000000	0.000000
