  32	-0.687041	0.473956	0.134313	0.028426	0m5.042s
  64	-0.712726	0.508663	0.097594	0.014970	0m17.064s
 128	-0.733701	0.538596	0.070719	0.007915	1m8.393s
 256	-0.743344	0.552663	0.050891	0.003949	4m23.881s	
