# Energy	Energy^2	Magnetic	Magnet^2
-0.662379	0.438746	0.125000	0.015625
-0.717505	0.514813	0.250000	0.062500
-0.628919	0.395540	0.250000	0.062500
-0.672293	0.451978	0.000000	0.000000
-0.664358	0.441372	0.062500	0.003906
-0.696635	0.485300	0.000000	0.000000
-0.662484	0.438885	0.125000	0.015625
-0.621309	0.386025	0.000000	0.000000
-0.674484	0.454929	0.000000	0.000000
-0.767708	0.589375	0.062500	0.003906
-0.685248	0.469564	0.250000	0.062500
-0.673152	0.453134	0.375000	0.140625
-0.674702	0.455223	0.062500	0.003906
-0.701008	0.491412	0.312500	0.097656
-0.737949	0.544568	0.125000	0.015625
-0.660890	0.436776	0.125000	0.015625
-0.720515	0.519143	0.250000	0.062500
-0.665984	0.443535	0.187500	0.035156
-0.780908	0.609818	0.125000	0.015625
-0.664629	0.441732	0.250000	0.062500
-0.606569	0.367926	0.187500	0.035156
-0.666033	0.443600	0.187500	0.035156
-0.755622	0.570965	0.312500	0.097656
-0.676513	0.457670	0.187500	0.035156
-0.671494	0.450904	0.250000	0.062500
-0.647150	0.418803	0.062500	0.003906
-0.689577	0.475516	0.062500	0.003906
-0.671773	0.451278	0.062500	0.003906
-0.709549	0.503460	0.250000	0.062500
-0.725040	0.525684	0.250000	0.062500
-0.662802	0.439307	0.375000	0.140625
-0.736840	0.542933	0.000000	0.000000
-0.615723	0.379115	0.062500	0.003906
-0.713197	0.508649	0.125000	0.015625
-0.658879	0.434122	0.062500	0.003906
-0.681705	0.464721	0.062500	0.003906
-0.697036	0.485860	0.125000	0.015625
-0.758503	0.575326	0.187500	0.035156
-0.687775	0.473034	0.000000	0.000000
-0.718146	0.515734	0.250000	0.062500
-0.732342	0.536325	0.000000	0.000000
-0.630407	0.397414	0.250000	0.062500
-0.696781	0.485504	0.062500	0.003906
-0.727446	0.529178	0.250000	0.062500
-0.714041	0.509854	0.000000	0.000000
-0.721192	0.520118	0.125000	0.015625
-0.646708	0.418231	0.062500	0.003906
-0.657273	0.432008	0.062500	0.003906
-0.712272	0.507332	0.062500	0.003906
