# Energy	Energy^2	Magnetic	Magnet^2
-0.706158	0.498659	0.125000	0.015625
-0.693531	0.480985	0.031250	0.000977
-0.713240	0.508712	0.000000	0.000000
-0.700339	0.490474	0.031250	0.000977
-0.704763	0.496691	0.093750	0.008789
-0.682982	0.466465	0.093750	0.008789
-0.705239	0.497362	0.281250	0.079102
-0.727685	0.529525	0.031250	0.000977
-0.750162	0.562743	0.156250	0.024414
-0.719429	0.517578	0.062500	0.003906
-0.772033	0.596035	0.125000	0.015625
-0.695197	0.483299	0.000000	0.000000
-0.717371	0.514621	0.218750	0.047852
-0.695081	0.483138	0.093750	0.008789
-0.728515	0.530735	0.062500	0.003906
-0.732531	0.536601	0.062500	0.003906
-0.707531	0.500600	0.218750	0.047852
-0.740382	0.548165	0.031250	0.000977
-0.687077	0.472074	0.187500	0.035156
-0.706867	0.499662	0.093750	0.008789
-0.718633	0.516433	0.062500	0.003906
-0.680241	0.462728	0.125000	0.015625
-0.744217	0.553860	0.156250	0.024414
-0.698314	0.487642	0.031250	0.000977
-0.729350	0.531952	0.218750	0.047852
-0.692728	0.479871	0.062500	0.003906
-0.740849	0.548858	0.000000	0.000000
-0.693182	0.480501	0.125000	0.015625
-0.709098	0.502820	0.062500	0.003906
-0.698700	0.488181	0.062500	0.003906
-0.681099	0.463895	0.125000	0.015625
-0.759631	0.577039	0.031250	0.000977
-0.769486	0.592109	0.375000	0.140625
-0.725368	0.526159	0.250000	0.062500
-0.678353	0.460163	0.031250	0.000977
-0.707184	0.500110	0.062500	0.003906
-0.696408	0.484985	0.343750	0.118164
-0.695434	0.483629	0.125000	0.015625
-0.703955	0.495552	0.031250	0.000977
-0.683499	0.467171	0.031250	0.000977
-0.736673	0.542687	0.062500	0.003906
-0.731081	0.534480	0.125000	0.015625
-0.721543	0.520625	0.093750	0.008789
-0.716369	0.513184	0.062500	0.003906
-0.690451	0.476723	0.000000	0.000000
-0.736938	0.543077	0.125000	0.015625
-0.735365	0.540762	0.031250	0.000977
-0.676529	0.457691	0.093750	0.008789
-0.717205	0.514384	0.031250	0.000977
-0.717686	0.515073	0.031250	0.000977
-0.718189	0.515795	0.343750	0.118164
-0.734470	0.539447	0.156250	0.024414
-0.744392	0.554120	0.156250	0.024414
-0.704917	0.496908	0.000000	0.000000
-0.759499	0.576838	0.156250	0.024414
-0.707119	0.500017	0.031250	0.000977
-0.694243	0.481974	0.031250	0.000977
-0.682916	0.466374	0.125000	0.015625
-0.681246	0.464097	0.093750	0.008789
-0.719526	0.517718	0.031250	0.000977
-0.722825	0.522476	0.031250	0.000977
-0.706910	0.499722	0.031250	0.000977
-0.708945	0.502603	0.218750	0.047852
-0.753903	0.568370	0.031250	0.000977
-0.750382	0.563073	0.031250	0.000977
-0.681808	0.464862	0.000000	0.000000
-0.729763	0.532554	0.062500	0.003906
-0.691834	0.478634	0.156250	0.024414
-0.715004	0.511230	0.093750	0.008789
-0.710212	0.504401	0.031250	0.000977
-0.716987	0.514071	0.312500	0.097656
-0.705934	0.498343	0.031250	0.000977
-0.724244	0.524530	0.125000	0.015625
-0.742883	0.551876	0.031250	0.000977
-0.700200	0.490280	0.000000	0.000000
-0.738190	0.544925	0.062500	0.003906
-0.732532	0.536604	0.218750	0.047852
-0.717754	0.515171	0.000000	0.000000
-0.708360	0.501774	0.125000	0.015625
-0.734574	0.539600	0.062500	0.003906
-0.694809	0.482760	0.281250	0.079102
-0.701783	0.492499	0.062500	0.003906
-0.718333	0.516003	0.031250	0.000977
-0.734346	0.539264	0.093750	0.008789
-0.692074	0.478967	0.125000	0.015625
-0.715460	0.511882	0.062500	0.003906
-0.706689	0.499410	0.031250	0.000977
-0.682297	0.465529	0.000000	0.000000
-0.672829	0.452698	0.093750	0.008789
-0.742747	0.551673	0.187500	0.035156
-0.738299	0.545086	0.062500	0.003906
-0.708910	0.502553	0.062500	0.003906
-0.732515	0.536578	0.031250	0.000977
-0.750614	0.563421	0.125000	0.015625
-0.684099	0.467992	0.125000	0.015625
-0.748364	0.560049	0.187500	0.035156
-0.775010	0.600640	0.125000	0.015625
-0.766627	0.587718	0.031250	0.000977
-0.715779	0.512339	0.062500	0.003906
-0.690287	0.476496	0.156250	0.024414
-0.704710	0.496616	0.156250	0.024414
-0.665704	0.443161	0.093750	0.008789
-0.690913	0.477361	0.062500	0.003906
-0.752442	0.566168	0.062500	0.003906
-0.708367	0.501784	0.218750	0.047852
-0.692236	0.479190	0.062500	0.003906
-0.723511	0.523469	0.250000	0.062500
-0.657368	0.432132	0.125000	0.015625
-0.726043	0.527138	0.062500	0.003906
-0.714734	0.510845	0.062500	0.003906
-0.705406	0.497597	0.000000	0.000000
-0.722432	0.521908	0.031250	0.000977
-0.721426	0.520455	0.000000	0.000000
-0.717544	0.514870	0.093750	0.008789
-0.707739	0.500894	0.125000	0.015625
-0.709328	0.503146	0.062500	0.003906
-0.681688	0.464698	0.218750	0.047852
-0.759456	0.576773	0.093750	0.008789
-0.732286	0.536244	0.031250	0.000977
-0.708795	0.502391	0.031250	0.000977
-0.663073	0.439665	0.125000	0.015625
-0.708120	0.501434	0.093750	0.008789
-0.701585	0.492221	0.031250	0.000977
-0.672952	0.452865	0.062500	0.003906
-0.749789	0.562184	0.031250	0.000977
-0.693680	0.481193	0.125000	0.015625
-0.728160	0.530216	0.218750	0.047852
-0.713239	0.508710	0.062500	0.003906
-0.734901	0.540080	0.187500	0.035156
-0.686777	0.471663	0.125000	0.015625
-0.748317	0.559978	0.031250	0.000977
-0.746755	0.557643	0.125000	0.015625
-0.708598	0.502111	0.156250	0.024414
-0.678381	0.460201	0.218750	0.047852
-0.679839	0.462181	0.000000	0.000000
-0.755380	0.570599	0.093750	0.008789
-0.715616	0.512107	0.218750	0.047852
-0.719851	0.518185	0.000000	0.000000
-0.682444	0.465729	0.218750	0.047852
-0.748325	0.559991	0.156250	0.024414
-0.704483	0.496296	0.000000	0.000000
-0.689566	0.475501	0.031250	0.000977
-0.668077	0.446327	0.000000	0.000000
-0.731028	0.534402	0.125000	0.015625
-0.668667	0.447116	0.125000	0.015625
-0.723919	0.524058	0.093750	0.008789
-0.765698	0.586294	0.031250	0.000977
-0.748310	0.559967	0.031250	0.000977
-0.682883	0.466329	0.156250	0.024414
-0.692634	0.479741	0.218750	0.047852
-0.649052	0.421269	0.187500	0.035156
-0.715385	0.511775	0.031250	0.000977
-0.702958	0.494150	0.156250	0.024414
-0.713440	0.508997	0.031250	0.000977
