# N		En_Ave		En2_Ave		Mag_Ave		Mag2_Ave	Cycles_Ave	Time
  32	-0.682626	0.468180	0.138125	0.030945	27.092000	00m00.537s
  64	-0.708591	0.503064	0.100094	0.015854	31.402000	00m01.939s
 128	-0.724850	0.525798	0.070359	0.007925	34.103000	00m07.201s
 256	-0.734125	0.539117	0.048367	0.003640	37.431000	00m29.522s
 512	-0.740277	0.548095	0.035266	0.001929	40.770000	02m13.077s
1024	-0.744716	0.554637	0.025459	0.001007	44.896000	12m04.346s
