# Energy	Energy^2	Magnetic	Magnet^2
-0.752714	0.566578	0.005859	0.000034
-0.753816	0.568239	0.019531	0.000381
-0.747990	0.559488	0.007812	0.000061
-0.750811	0.563717	0.011719	0.000137
-0.749165	0.561249	0.023438	0.000549
-0.756799	0.572745	0.000000	0.000000
-0.745073	0.555134	0.013672	0.000187
-0.746402	0.557116	0.009766	0.000095
-0.746834	0.557761	0.050781	0.002579
-0.751608	0.564914	0.017578	0.000309
-0.754852	0.569801	0.001953	0.000004
-0.754550	0.569345	0.001953	0.000004
-0.751624	0.564938	0.005859	0.000034
-0.753505	0.567770	0.046875	0.002197
-0.746978	0.557977	0.035156	0.001236
-0.750985	0.563979	0.013672	0.000187
-0.753302	0.567464	0.023438	0.000549
-0.753367	0.567561	0.009766	0.000095
-0.756460	0.572231	0.001953	0.000004
-0.751910	0.565368	0.005859	0.000034
-0.751343	0.564517	0.027344	0.000748
-0.759877	0.577413	0.025391	0.000645
-0.745550	0.555844	0.005859	0.000034
-0.751566	0.564852	0.003906	0.000015
-0.747975	0.559467	0.025391	0.000645
-0.753756	0.568148	0.025391	0.000645
-0.747639	0.558964	0.041016	0.001682
-0.744025	0.553574	0.005859	0.000034
-0.752265	0.565903	0.041016	0.001682
-0.749480	0.561721	0.001953	0.000004
-0.749554	0.561831	0.021484	0.000462
-0.750828	0.563742	0.017578	0.000309
-0.753925	0.568403	0.056641	0.003208
-0.746285	0.556941	0.042969	0.001846
-0.754642	0.569485	0.007812	0.000061
-0.756035	0.571589	0.007812	0.000061
-0.746911	0.557876	0.052734	0.002781
-0.758422	0.575203	0.048828	0.002384
-0.761056	0.579206	0.007812	0.000061
-0.750794	0.563691	0.019531	0.000381
-0.762130	0.580842	0.023438	0.000549
-0.759210	0.576399	0.017578	0.000309
-0.745930	0.556412	0.017578	0.000309
-0.759933	0.577498	0.015625	0.000244
-0.752934	0.566910	0.042969	0.001846
-0.756875	0.572860	0.044922	0.002018
-0.748244	0.559869	0.033203	0.001102
-0.750860	0.563790	0.033203	0.001102
-0.746237	0.556870	0.013672	0.000187
