# N		En_Ave		En2_Ave		Mag_Ave		Mag2_Ave	Time
  32	-0.689954	0.477950	0.140563	0.031512	00m03.844s
  64	-0.716374	0.513898	0.098094	0.015597	00m12.616s
 128	-0.732825	0.537293	0.070813	0.007845	00m51.748s
 256	-0.742606	0.551561	0.051148	0.004018	03m32.762s
 512	-0.749502	0.561793	0.034754	0.001937	16m10.391s
1024	-0.752489	0.566259	0.024580	0.001003	74m53.009s
